unknown,auer1995a,"p. auer, n. cesa-bianchi, y. freund, and r. e. schapire,",,"gambling in a rigged casino: the adversarial multi-armed bandit problem,'",,"in proc. 36th annual symposium on foundations of computer science,","los alamitos, ca:","ieee computer society press,","1995,","pp. 322-331.",,,
unknown,kearns1989,"m. kearns and l. valiant,",,"cryptographic limitations on learning boolean formulae and finite automata.",,"proc. 21st acm symposium on theory of computing (1989) 433-444.",,,,,,,
unknown,kearns1989,"m. kearns, l. valiant,",,"cryptographic limitations on learning boolean formulae and finite automata,",,,,,,,,"stoc 1989.",
unknown,kearns1989,"michael kearns and leslie valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 433-444,",,"to appear in jacm.",may
unknown,kearns1989,"m. kearns and l. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proc. 21st stoc,",,acm.,1989,"pages 433-444.",,,
unknown,kearns1989,"michael kearns and leslie g. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 433-444,",,,may
unknown,kearns1989,"michael kearns and leslie g. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 433-444,",,"to appear, journal of the association for computing machinery.",may
unknown,kearns1989,"kearns, m. & valiant, l. g.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the twenty first annual acm symposium on theory of computing (pp.","seattle, wa:","acm press.",(1989).,433-444).,,,
unknown,kearns1989,"michael kearns and leslie g. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 433-444,",,,may
unknown,kearns1989,"michael kearns and leslie g. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 433-444,",,"to appear, journal of the association for computing machinery.",may
unknown,kearns1989,"m. kearns and l. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the 21st acm symposium on theory of computing,",,"acm,",1989,"pages 433444.",,,
unknown,kearns1989,"m. kearns and l. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proc. 21st acm symposium on theory of computing,",,"acm press,",1989,"pages 433-444.",,,
unknown,kearns1989,"michael kearns and leslie g. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 433-444,",,"to appear, journal of the association for computing machinery.",may
unknown,kearns1989,"michael kearns and leslie valiant.",,"cryptographic limitations on learning boolean for-mulae and finite automata.",,"in proceedings of the twenty-first annual acm symposium on theory of computing,",,,1989,"pages 433-444,",,,may
unknown,kearns1989,"michael kearns and leslie valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 433-444,",,"to appear in jacm.",may
unknown,kearns1989,"m. kearns and l. g. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the 21 st annual acm symposium on theory of computing,","new york, 1989.",acm.,,"pages 433-444,",,,
unknown,kearns1989,"m. j. kearns and l. g. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.","association for computing machinery,","in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 433-444.",,,
unknown,kearns1989,"michael kearns and leslie g. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 433-444,",,"to appear, journal of the association for computing machinery.",may
unknown,kearns1989,"kearns, m., and l. valiant,",,"cryptographic limitations on learning boolean formulae and finite automata'.",,"proc. 21st stpc,",,,(1989).,"433-444,",,,
unknown,kearns1989,"kearns, m., valiant, l.g.,",,"cryptographic limitations on learning boolean for--mulae and finite automata,",,"proc. 21 st acm stoc (1989),",,,,"pp. 433-444.",,,
unknown,kearns1989,"m. kearns and l. valiant,",,"cryptographic limitations on learning boolean formulae and finite automata,",,"in proc 21 st acm symposium on theory of computing,",,"acm,",1989,"pages 433-444.",,,
unknown,kearns1989,"m. j. kearns and l. g. valiant.",,"cryptographic limitations on learning boolean formulae and fi nite automata.",,"in proceedings stoc-89,",,,1989,"pages 433-444,",,,
unknown,kearns1989,"m. j. kearns and l. g. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings stoc-89,",,,1989,"pages 433-444,",,,
unknown,kearns1989,"m. kearns and l. g. valiant.",,"criptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the 21th acm symposium on theory and computing,",,,1989,"pages 433-444,",,,
unknown,kearns1989,"m. kearns and l. g. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the 21st annual acm symposium on theory of computing,","new york,",,1989,"pages 433-444,",,"acm. to appear in journal of the acm.",may
unknown,kearns1989,"m. kearns and l. g. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in acm symposium on the theory of computing,",,,1989,"pages 433-444,",,,
unknown,kearns1989,"m. kearns and l. g. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the 21 st annual acm symposium on theory of computing,",,,1989,"pages 433-444,",,,
unknown,kearns1989,"m. kearns, l.g. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"34 proceedings of the 21st a.c.m. symposium on the theory of computing,",,,"1989,","pp. 433-444.",,,
unknown,kearns1989,"michael kearns and leslie valient.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in proceedings of the twenty-first annual acm symposium on theory of computing,","seat-tle,washington,",,1989,"pages 433-444,",,,may
unknown,kearns1989,"m. kearns and l. valiant.",,"cryptographic limitations on learning boolean formulae and finite automata.",,"in 21st acm symposium on theory of computing,","seattle, wa,",,1989,"pages 433-444,",,,
unknown,kearns1989a,"m. kearns and l. pitt.",,"a polynomial-time algorithm for learning k-variable pattern languages from examples.",,"in proceedings of the second annual workshop on computational learning theory,","santa cruz, california,",,1989,"pages 57-71,",,,july
unknown,kearns1989a,"m. kearns, l. pitt.",,"a polynomial-time algorithm for learning k-variable pattern languages from examples.",,"proceedings of the 1989 workshop on computational learning theory,",,"morgan kaufmann publishers,","1989,","pp. 57-71. 33",,,
unknown,kearns1989a,"m. kearns, l. pitt.",,"a polynomial-time algorithm for learning k-variable pattern languages from examples.",,"proceedings of the 1989 workshop on computational learning theory,",,"morgan kaufmann publishers,","1989,","pp. 57-71.",,,
unknown,kearns1990,"michael j. kearns.",,"the computational complexity of machine learning.",,,"cam bridge, massachusetts,","mit press,",1990,,,,
unknown,kearns1990,"michael j. kearns.",,"the computational complexity of machine learning.",,,"cam-bridge, massachusetts,","mit press,",1990,,,,
unknown,kearns1990,"m. kearns.",,"the computational complexity of machine learning.",,,,"mit press.",(1990).,,,,
unknown,kearns1990,"kearns, m. j.",,"the computational complexity of machine learning,",,,"cambridge, mas-sachusetts, usa.","mit press,",(1990).,,,,
unknown,kearns1990,"michael j. kearns.",,"the computational complexity of machine learning.",,,"boston, ma,","mit press,",1990,,,,
unknown,kearns1990,"kearns, m.",,"the computational complexity of machine learning.",,,,"the mit press.",(1990).,,,,
unknown,kearns1990,"michael kearns.",,"the computational complexity of machine learning.",,,,"mit press,",1990,,,,
unknown,kearns1990,"michael kearns.",,"the computational complexity of machine learning.",,,,"mit press,",1990,,,,
unknown,kearns1990,"michael kearns.",,"the computational complexity of machine learning.",,,,"mit press,",1990,,,,
unknown,kearns1990,"michael kearns.",,"the computational complexity of machine learning.",,,,"mit press,",1990,,,,
unknown,kearns1990,"m. kearns.",,"the computational complexity of machine learning.","harvard university,","phd thesis,",,,1989,,,"to be published by mit press in the acm distinguished dissertation series.",
unknown,kearns1990,"kearns, m.",,"the computational complexity of machine learning.",,,,"the mit press.",(1990).,,,,
unknown,kearns1990,"michael j. kearns.",,"the computational complexity of machine learning.",,,"cambridge, massachusetts,","mit press,",1990,,,,
unknown,kearns1990,"kearns, m.",,"the computational complexity of machine learning.",,,"cambridge, ma:","mit press.",-1990,,,,
unknown,kearns1990,"michael j. kearns.",,"the computational complexity of machine learning.",,,"cambridge, ma,","mit press,",1990,,,,
unknown,kearns1990,"m. j. kearns.",,"the computational complexity of machine learning.",,"acm distinguished dissertation series.","cambridge, ma.,","the mit press,",1989,,,,
unknown,kearns1990,"kearns, m.",,"the computational complexity of machine learning.",,,,"the mit press.",(1990).,,,,
unknown,kearns1990,"m.j. kearns.",,"the computational complexity of machine learning.",,,"cambridge, ma (1990).","mit press,",,,,,
unknown,kearns1990,"m. kearns.",,"the computational complexity of machine learning.","harvard university,","doctoral dissertation,",,,1989,,,"to be published by mit press.",
unknown,kearns1990,"michael kearns.",,"the computational complexity of machine learning.","harvard university center for research in computing technology,","phd thesis,",,,1989,,,,may
unknown,kearns1990,"michael j. kearns,",,"the computational complexity of machine learning,",,,"boston, ma,","mit press,",1990,,,,
unknown,kearns1990,"kearns m. j.:",,"the computational complexity of machine learning,",,,,"mit press,",1989,,,,
unknown,kearns1990b,"j. p. kearns and j. e. payne.",,"performance evaluation of protocols for distributed systems: an alternative to message counting.",,"in proceedings of the winter simulation conference,",,,1990,"pages 441-445,",,,
unknown,kearns1990c,"m. kearns and r. schapire.",,"(1990) efficient distribution-free learning of probabilistic concepts.",,"proceedings of the 31st annual symposium on foundations of computer science (pp.",,,,382-391).,,"to appear in jcss.",
unknown,kearns1990c,"kearns, m. & schapire, r.",,"efficient distribution-free learning of probabilistic concepts.",,"proceedings of the 31st annual symposium on the foundations of computer science (pp.",,"ieee computer society press.",(1990).,382-391).,,,
unknown,kearns1990c,"kearns, m. j. & schapire, r. e.",,"efficient distribution-free learning of probabilistic concepts.",,"31st annual symposium on foundations of computer science (pp.",,,(1990).,382-391).,,"to appear, journal of computer and system sciences.",
unknown,kearns1990c,"kearns, m. j. and r. e. schapire.","volume i,","efficient distribution-free learning of probabilistic concepts.",,"in proceedings of the thirty-first annual symposium on foundations of computer science,",,ieee.,1990,"pages 382-391.",,,
unknown,kearns1990c,"kearns, m. j. and schapire, r. e.",,"efficient distribution-free learning of probabilistic concepts.",,"in proceedings focs-90.",,,(1990).,,,,
unknown,kearns1990c,"m. j. kearns and r. e. schapire.",,"efficient distribution-free learning of probabilistic concepts.",,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,","ieee computer society press, los alamitos,",1990,"pages 382-391.",,,
unknown,kearns1990c,"m. j. kearns and r. e. schapire.",,"efficient distribution-free learning of probabilistic concepts.",,"in 31st annual symposium on foundations of computer science,",,,1990,"pages 382-391,",,,
unknown,kearns1990c,"m. j. kearns and r. e. schapire.",,"efficient distribution-free learning of probabilistic concepts.",,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,","ieee computer society press, los alamitos,",1990,"pages 382-391.",,,
unknown,kearns1990c,"m. j. kearns and r. e. schapire,",,"efficient distribution-free learning of probabilistic concepts,'",,"proceedings of the 31st annual ieee symposium on foundations of computer science (october 1990),",,,,382-391.,,,
unknown,kearns1990c,"michael j. kearns and robert e. schapire.",,"efficient distribution-free learning of probabilistic concepts.",,"in 31st annual symposium on foundations of computer science,",,,1990,"pages 382-391,",,"to appear, journal of computer and system sciences.",october
